,from,date,job_id,job_title,job_company,job_location,job_link
195,Indeed,07/19/2019,ba91be7c2f4aa48d,Senior Data Scientist,Intuit,"Mountain View, CA 94039",https://www.indeed.com//rc/clk?jk=ba91be7c2f4aa48d
197,Indeed,07/19/2019,a16361e14a6ddfe0,Data Scientist,Nomis Solutions,"Silicon Valley, CA",https://www.indeed.com//rc/clk?jk=a16361e14a6ddfe0
198,Indeed,07/19/2019,ae016d322ed033c0,Data Scientist / Economist,eBay Inc.,"San Jose, CA",https://www.indeed.com//rc/clk?jk=ae016d322ed033c0
199,Indeed,07/19/2019,9517bddfbd853d4c,Senior Data Scientist,Coursera,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=9517bddfbd853d4c
200,Indeed,07/19/2019,d2d20592b989f4ae,Risk Decision Scientist (San Jose),Venmo,"San Jose, CA",https://www.indeed.com//rc/clk?jk=d2d20592b989f4ae
201,Indeed,07/19/2019,0591abd2b976fabf,Data Scientist (Federal),C3.ai,"Redwood City, CA",https://www.indeed.com//rc/clk?jk=0591abd2b976fabf
203,Indeed,07/19/2019,3c5be59c50b312a7,Data Scientist Technical Lead,Google,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=3c5be59c50b312a7
204,Indeed,07/19/2019,6df3b64d36a96a2c,Deep Learning Staff Data Scientist,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=6df3b64d36a96a2c
205,Indeed,07/19/2019,a2c615c9c17cc6aa,Data Scientist,Upstart,"San Carlos, CA",https://www.indeed.com//rc/clk?jk=a2c615c9c17cc6aa
206,Indeed,07/19/2019,560e944413b96856,"Data Scientist, Calibra Marketing (Blockchain)",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=560e944413b96856
207,Indeed,07/19/2019,4743562e70f30fab,"Data Scientist, Analytics - Watch Ecosystem",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=4743562e70f30fab
208,Indeed,07/19/2019,254fc824ff2438c0,"Marketing Data Science Manager, Apple Media Products Data Science",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=254fc824ff2438c0
209,Indeed,07/19/2019,63eb3abb9261bd2f,Sr AI Scientist,TARGET,"Sunnyvale, CA 94086",https://www.indeed.com//rc/clk?jk=63eb3abb9261bd2f
210,Indeed,07/19/2019,71df23fc5db24a5a,Data Scientist,Waymo,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=71df23fc5db24a5a
212,Indeed,07/19/2019,e00378226255ba4a,Staff Deep Learning Data Scientist,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=e00378226255ba4a
213,Indeed,07/19/2019,fee4098135e80cd5,Machine Learning Engineer,Pit.AI Technologies Inc.,"San Jose, CA 95131 (North Valley area)",https://www.indeed.com//rc/clk?jk=fee4098135e80cd5
214,Indeed,07/19/2019,0bd0208cfe593a49,Siri - Machine Learning Engineer / Scientist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=0bd0208cfe593a49
216,Indeed,07/19/2019,f4c068dc362be55f,Scientific Data Curator 2 (2 Open Positions),Stanford University,"Stanford, CA",https://www.indeed.com//rc/clk?jk=f4c068dc362be55f
217,Indeed,07/19/2019,ab4a529ca3a2da48,"Machine Learning Engineer, Maps",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=ab4a529ca3a2da48
219,Indeed,07/19/2019,2c7f5b0de2d65fef,Machine Learning Architect (Data Scientist),Walmart eCommerce,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=2c7f5b0de2d65fef
221,Indeed,07/19/2019,a6d9aa5d681afa5d,"Machine Learning Infrastructure Engineer, Autopilot",Tesla,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=a6d9aa5d681afa5d
222,Indeed,07/19/2019,0fc1fa7f892d7484,Staff Data Scientist,Walmart eCommerce,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=0fc1fa7f892d7484
223,Indeed,07/19/2019,346fa67e5f8737ca,Metrics Data Scientist (Maps Evaluation),Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=346fa67e5f8737ca
224,Indeed,07/19/2019,3f3f12bfddb43a20,HomeKit Engineer- Computer Vision/Machine Learning,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=3f3f12bfddb43a20
225,Indeed,07/19/2019,4246096293030552,Data Scientist GVE Digital Team,Cisco Careers,"San Jose, CA",https://www.indeed.com//rc/clk?jk=4246096293030552
226,Indeed,07/19/2019,2211e74f0bdde892,"Data Scientist, Analytics - Product Quality",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=2211e74f0bdde892
227,Indeed,07/19/2019,64a5810a8c86787c,"Data Scientist, Analytics - Machine Translation",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=64a5810a8c86787c
228,Indeed,07/19/2019,e0dbbe5816d88fb9,Lead Data Scientist - A/B Testing Methodology,TARGET,"Sunnyvale, CA 94086",https://www.indeed.com//rc/clk?jk=e0dbbe5816d88fb9
230,Indeed,07/19/2019,dea11d96255d0623,VP of Data Science,Keewi,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=dea11d96255d0623
231,Indeed,07/19/2019,c2ceac2a194f308a,Data Scientist - Image Processing/Computer Vision,AppZen,"San Jose, CA",https://www.indeed.com//rc/clk?jk=c2ceac2a194f308a
234,Indeed,07/19/2019,214436258bc73b98,Data Scientist,Tailored Brands,"Fremont, CA 94538",https://www.indeed.com//rc/clk?jk=214436258bc73b98
235,Indeed,07/19/2019,55e8dfe8ee9eb722,Data Science Machine Learning Engineer,KOHLS,"Milpitas, CA 95035",https://www.indeed.com//rc/clk?jk=55e8dfe8ee9eb722
237,Indeed,07/19/2019,539682ed7432e373,"Associate Scientist, Data Sciences (Big Data Analytics)",Universities Space Research Association,"Moffett Field, CA",https://www.indeed.com//rc/clk?jk=539682ed7432e373
238,Indeed,07/19/2019,b9b85317b6e39f69,Data Scientist/Analytics Engineer (Machine Learning and Big Data),FICO,"San Jose, CA 95110 (Downtown area)",https://www.indeed.com//rc/clk?jk=b9b85317b6e39f69
239,Indeed,07/19/2019,8b6e4bb95653191e,Data Platform Engineer,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=8b6e4bb95653191e
240,Indeed,07/19/2019,dfc41770f2ffeb88,Machine Learning Scientist - Health Sensing,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=dfc41770f2ffeb88
242,Indeed,07/19/2019,8ed4f65b1edd56b0,Data Visualization Designer & Developer,Plume,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=8ed4f65b1edd56b0
243,Indeed,07/19/2019,8b3954ede87db545,Strategy Linguist (Phonetics),Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=8b3954ede87db545
244,Indeed,07/19/2019,176b946408962e8e,Analytics Manager,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=176b946408962e8e
245,Indeed,07/19/2019,e8a9e37297d96f7b,Manager of Siri Assistant Product Data Science - Siri Data Analytics,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=e8a9e37297d96f7b
246,Indeed,07/19/2019,02af95ae8b388b43,Economic Modeler Data Scientist : 19-02876,Akraya Inc.,"Sunnyvale, CA 94086",https://www.indeed.com//rc/clk?jk=02af95ae8b388b43
247,Indeed,07/19/2019,5e3a7ffc5f5b66eb,Machine Learning Cloud Computing Engineering Program Manager,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=5e3a7ffc5f5b66eb
251,Indeed,07/19/2019,367bcfeeb55c1cae,Machine Learning Platform Engineer,Paypal,"San Jose, CA 95131 (North Valley area)",https://www.indeed.com//rc/clk?jk=367bcfeeb55c1cae
255,Indeed,07/19/2019,6f3354ad118b6d30,Interactive Machine Learning Researcher,"PARC, a Xerox company","Palo Alto, CA 94304",https://www.indeed.com//rc/clk?jk=6f3354ad118b6d30
256,Indeed,07/19/2019,a6381b1082f46ab8,Senior Data Scientist,ServiceNow,"Santa Clara, CA 95054",https://www.indeed.com//rc/clk?jk=a6381b1082f46ab8
259,Indeed,07/19/2019,8ba8226da25a8720,"Speech Scientist, Alexa","Amazon.com Services, Inc.","Santa Clara, CA",https://www.indeed.com//rc/clk?jk=8ba8226da25a8720
260,Indeed,07/19/2019,1a08305dd0164f77,Product Data Scientist | Marketplace,Houzz,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=1a08305dd0164f77
261,Indeed,07/19/2019,712e2070cc61f11d,"Machine Learning Scientist, Computer Vision - Autopilot",Tesla,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=712e2070cc61f11d
262,Indeed,07/19/2019,d96b7ffddd1f60d3,Applied Scientist II - AMZ3412,"A9.com, Inc.","Palo Alto, CA",https://www.indeed.com//rc/clk?jk=d96b7ffddd1f60d3
263,Indeed,07/19/2019,40ade88dccf8befe,"Assistant Scientist, Research ",Abgenom,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=40ade88dccf8befe
264,Indeed,07/19/2019,c947870fb1845ec7,Candidate Evaluation Consultant,Google,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=c947870fb1845ec7
265,Indeed,07/19/2019,f942ea0d410cd066,"Research Scientist, Mobile Manipulation Behaviors",Toyota Research Institute,"Los Altos, CA 94022",https://www.indeed.com//rc/clk?jk=f942ea0d410cd066
266,Indeed,07/19/2019,92c6ba5bce845fb1,Associate Medical Scientist,BD,"San Jose, CA",https://www.indeed.com//rc/clk?jk=92c6ba5bce845fb1
267,Indeed,07/19/2019,0af147d102820e4b,Staff Data Scientist,Intuit,"Mountain View, CA 94039",https://www.indeed.com//rc/clk?jk=0af147d102820e4b
268,Indeed,07/19/2019,0e7b577b0408e2e9,"Senior Data/Machine Learning Engineer, CSR Platform 1269455",Cisco Careers,"San Jose, CA",https://www.indeed.com//rc/clk?jk=0e7b577b0408e2e9
269,Indeed,07/19/2019,610698975c29b020,Data Scientist,Perfect World Entertainment,"Redwood City, CA 94065",https://www.indeed.com//rc/clk?jk=610698975c29b020
272,Indeed,07/19/2019,707349978fc936ea,Data Management Specialist,Stanford University,"Stanford, CA",https://www.indeed.com//rc/clk?jk=707349978fc936ea
275,Indeed,07/19/2019,5f6ded6a64289301,Network Data Engineer -- Machine Learning,Verizon,"San Jose, CA 95131 (North Valley area)",https://www.indeed.com//rc/clk?jk=5f6ded6a64289301
276,Indeed,07/19/2019,3c0ba4bbe95a2082,Machine Learning Engineer,One Concern,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=3c0ba4bbe95a2082
277,Indeed,07/19/2019,539156b7b748cd84,Data Engineer,Adobe,"San Jose, CA",https://www.indeed.com//rc/clk?jk=539156b7b748cd84
278,Indeed,07/19/2019,8ce96e771f8531ae,Project Coordinator (Linguist),iSoftStone North America,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=8ce96e771f8531ae
279,Indeed,07/19/2019,e766fbe88af4b139,Research & Development Scientist,ABB,"San Jose, CA 95134 (North San Jose area)",https://www.indeed.com//rc/clk?jk=e766fbe88af4b139
280,Indeed,07/19/2019,2522ea308bcb4f7d,"Senior Data Scientist, Maps Metrics",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=2522ea308bcb4f7d
281,Indeed,07/19/2019,5773799b2b0e1b82,"Solution Consultant, Decision Analytics Services",EXL,"San Jose, CA",https://www.indeed.com//rc/clk?jk=5773799b2b0e1b82
282,Indeed,07/19/2019,445cdd2d21d85428,Data Engineer / Scientist (Spark + AI 2019),Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=445cdd2d21d85428
283,Indeed,07/19/2019,66fb174a701dc7be,Data Scientist - International Safety (Product Analytics),DiDi Labs,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=66fb174a701dc7be
284,Indeed,07/19/2019,eea5c7937e391dad,Data and Machine Learning Engineer,CloudCar,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=eea5c7937e391dad
285,Indeed,07/19/2019,7394c1fcd4f00dbc,Sr Data Scientist AI / ML,Ericsson,"Santa Clara, CA 95054",https://www.indeed.com//rc/clk?jk=7394c1fcd4f00dbc
286,Indeed,07/19/2019,13bdfea1a645d001,"Data Architect, Decision Analytics Services",EXL Service,"San Jose, CA",https://www.indeed.com//rc/clk?jk=13bdfea1a645d001
287,Indeed,07/19/2019,e58a6f4d37daf385,Senior Data Scientist AI/ML,Cisco Careers,"San Jose, CA",https://www.indeed.com//rc/clk?jk=e58a6f4d37daf385
288,Indeed,07/19/2019,4f7eeaec4c0f9f09,Data Science Engineer,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=4f7eeaec4c0f9f09
289,Indeed,07/19/2019,621d6763bda3caba,"Data Science Strategist, Connectivity, NA",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=621d6763bda3caba
290,Indeed,07/19/2019,bdea6c5bee291325,Machine Learning Data Coordination Engineer — Core Recognition,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=bdea6c5bee291325
291,Indeed,07/19/2019,8490246d0669a887,Computer Vision Scientist,Matroid,"Palo Alto, CA 94306",https://www.indeed.com//rc/clk?jk=8490246d0669a887
292,Indeed,07/19/2019,a7e718130f4b5bc3,Senior Data Scientist - Graph,Aera Technology,"Mountain View, CA 94041",https://www.indeed.com//rc/clk?jk=a7e718130f4b5bc3
293,Indeed,07/19/2019,09c5b261c7f5bf9e,Data Research Scientist,Stanford University,"Stanford, CA",https://www.indeed.com//rc/clk?jk=09c5b261c7f5bf9e
294,Indeed,07/19/2019,fab313daceb1a9ca,"Senior Data Scientist, Technical Analytics",Intuit,"Mountain View, CA 94039",https://www.indeed.com//rc/clk?jk=fab313daceb1a9ca
295,Indeed,07/19/2019,71b54e00ef21e620,"Senior Data Scientist, Business Analytics",Intuit,"Mountain View, CA 94039",https://www.indeed.com//rc/clk?jk=71b54e00ef21e620
296,Indeed,07/19/2019,a2837fa2d05e9227,Data Warehouse Engineer,Udacity,"Mountain View, CA 94040",https://www.indeed.com//rc/clk?jk=a2837fa2d05e9227
297,Indeed,07/19/2019,0818d8e4080aa64b,"Applications Scientist, Data Science",Inscripta,"Pleasanton, CA 94566",https://www.indeed.com//rc/clk?jk=0818d8e4080aa64b
298,Indeed,07/19/2019,591989df0560450c,Junior Data Science Infrastructure Engineer – Development Operations,ASML,"Silicon Valley, CA",https://www.indeed.com//rc/clk?jk=591989df0560450c
299,Indeed,07/19/2019,f188f4c2df8558da,Senior Data Scientist - Anti-Fraud,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=f188f4c2df8558da
300,Indeed,07/19/2019,7f33d19433cfd367,"Analytics & Data Science Manager, Ad Platforms",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=7f33d19433cfd367
301,Indeed,07/19/2019,174755f4c0d3a253,"Data Scientist, Physical Modeling Intern",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=174755f4c0d3a253
302,Indeed,07/19/2019,1beb129aba3da503,Senior Staff Global Marketing Data Analyst,Seagate Technology,"Cupertino, CA 95014",https://www.indeed.com//rc/clk?jk=1beb129aba3da503
303,Indeed,07/19/2019,9d3f6d92eefb1533,Machine Learning Scientist - News,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=9d3f6d92eefb1533
304,Indeed,07/19/2019,b8021c3c957b753c,Senior Data Scientist - Econometrics Forecasting Data Scientist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=b8021c3c957b753c
306,Indeed,07/19/2019,245844f3b019d410,Research and Applied Sciences - Computer Vision Winter Intern,WeWork,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=245844f3b019d410
307,Indeed,07/19/2019,c3dcfedb6661f5df,Staff Deep Learning Data Scientist,Walmart eCommerce,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=c3dcfedb6661f5df
308,Indeed,07/19/2019,065db3214a1e70bb,Data Scientist,Orbital Insight,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=065db3214a1e70bb
309,Indeed,07/19/2019,78c3b45fff2a6547,Research Data Scientist,Electronic Arts,"Redwood City, CA 94065",https://www.indeed.com//rc/clk?jk=78c3b45fff2a6547
310,Indeed,07/19/2019,a7a0aa77db33a59e,Deep Learning Algorithm Engineer,DinoPlusAI,"Fremont, CA",https://www.indeed.com//rc/clk?jk=a7a0aa77db33a59e
311,Indeed,07/19/2019,4eeeb2ae0a1f191b,"Technical Lead, Data Core",Argo AI,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=4eeeb2ae0a1f191b
312,Indeed,07/19/2019,9898b0dfb2dbf30d,Machine Learning Ecosystem Engineer - Core ML,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=9898b0dfb2dbf30d
313,Indeed,07/19/2019,f690a66f46e1e1b0,Machine Learning and Computer Vision Research Engineer,Ford Motor Company,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=f690a66f46e1e1b0
314,Indeed,07/19/2019,89b28d450670859e,Director of Data Science & Analytics,WeWork,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=89b28d450670859e
315,Indeed,07/19/2019,3fabbe4158f67d4e,Machine Learning Engineer - Core ML,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=3fabbe4158f67d4e
323,Indeed,07/19/2019,62758a272cbeac09,Software Engineer Intern,Ambarella,"Santa Clara, CA 95054",https://www.indeed.com//rc/clk?jk=62758a272cbeac09
324,Indeed,07/19/2019,a4be3e7b532d4d04,Siri Knowledge - Machine Learning Engineer,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=a4be3e7b532d4d04
325,Indeed,07/19/2019,0135b02dd12d2f3f,"Data Engineer, Apple Pay Security",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=0135b02dd12d2f3f
326,Indeed,07/19/2019,41200eba07ed01dc,"Data Scientist, Analytics - Messenger Performance",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=41200eba07ed01dc
327,Indeed,07/19/2019,e82d593df8c76da6,"Director, Infrastructure Data Science",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=e82d593df8c76da6
328,Indeed,07/19/2019,85be7962f3e9a491,Machine Learning Research Position,KLA-Tencor,"Milpitas, CA 95035",https://www.indeed.com//rc/clk?jk=85be7962f3e9a491
329,Indeed,07/19/2019,ffa5edadc8e0532d,Product Data Scientist | Consumer Products,Houzz,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=ffa5edadc8e0532d
330,Indeed,07/19/2019,3f945fb59400f3ef,Software Engineer (Data Science Team),Vectra,"San Jose, CA",https://www.indeed.com//rc/clk?jk=3f945fb59400f3ef
331,Indeed,07/19/2019,b2efac5918103724,Mechanical Design Engineer Hardware Systems for Machine Learning,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=b2efac5918103724
332,Indeed,07/19/2019,3ef14116b0f7e4a6,Software Engineer - Machine Learning & Algorithms,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=3ef14116b0f7e4a6
336,Indeed,07/19/2019,1dfde67cd3fead1f,Sr. Data Scientist,"Amazon Web Services, Inc.","East Palo Alto, CA",https://www.indeed.com//rc/clk?jk=1dfde67cd3fead1f
337,Indeed,07/19/2019,07408da11bbdca5b,Teaching Professor Positions in Data Science,Stack University,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=07408da11bbdca5b
338,Indeed,07/19/2019,54d0c0b966a7ea0a,Siri - Machine Learning Applied Scientist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=54d0c0b966a7ea0a
340,Indeed,07/19/2019,32ea06ef71368249,Data Scientist - Security,Cloudflare,"San Jose, CA",https://www.indeed.com//rc/clk?jk=32ea06ef71368249
341,Indeed,07/19/2019,1e5b2e94e0cd214b,Data Scientist - Contract,Verb Surgical,"Mountain View, CA 94043",https://www.indeed.com//rc/clk?jk=1e5b2e94e0cd214b
342,Indeed,07/19/2019,1ca0f93d8e0512d4,Deep Learning Engineer- Deformable Object Tracking,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=1ca0f93d8e0512d4
343,Indeed,07/19/2019,c5de5653c2f506bf,Machine Learning Lead,Walmart eCommerce,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=c5de5653c2f506bf
344,Indeed,07/19/2019,5c9e4aaad53efb90,"Data Scientist, Analytics - AI Model Measurement Platform",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=5c9e4aaad53efb90
346,Indeed,07/19/2019,42fdd3b71e0e78aa,Sr. Manager Data Science,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=42fdd3b71e0e78aa
347,Indeed,07/19/2019,44e86fc236f1d542,Lead Data Scientist,Paypal,"San Jose, CA 95131 (North Valley area)",https://www.indeed.com//rc/clk?jk=44e86fc236f1d542
348,Indeed,07/19/2019,3c75b3cc2f412a9a,Senior Data Scientist,KOHLS,"Milpitas, CA 95035",https://www.indeed.com//rc/clk?jk=3c75b3cc2f412a9a
349,Indeed,07/19/2019,e027adf9a9d4ce3d,"Software Engineer, Computer Vision and AI",Tesla,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=e027adf9a9d4ce3d
352,Indeed,07/19/2019,f9d01bf14bda0740,"NLP ML Engineer, Siri Intelligence",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=f9d01bf14bda0740
353,Indeed,07/19/2019,6d3bb63586571b87,Machine Learning-Consultant,Wipro LTD,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=6d3bb63586571b87
354,Indeed,07/19/2019,b3970acbbafe4303,"Research Scientist, Machine Learning and Intelligence",Google,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=b3970acbbafe4303
355,Indeed,07/19/2019,f1c1920a05b8b46e,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","East Palo Alto, CA",https://www.indeed.com//rc/clk?jk=f1c1920a05b8b46e
356,Indeed,07/19/2019,e751cd2f73767997,Data Scientist - Risk & Fraud,Enjoy Technology,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=e751cd2f73767997
357,Indeed,07/19/2019,3de1db6451a661e8,"Siri - Machine Learning Engineer, Advanced Development",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=3de1db6451a661e8
361,Indeed,07/19/2019,be6bcedd2e9b9165,Machine Learning Scientist,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=be6bcedd2e9b9165
362,Indeed,07/19/2019,9d8485b9685862b1,"Senior Software Engineer, Data Platform Insights",Netflix,"Los Gatos, CA 95032",https://www.indeed.com//rc/clk?jk=9d8485b9685862b1
363,Indeed,07/19/2019,e8f8ba2e889dc334,Data Engineer II - AMZ3401,"A9.com, Inc.","Palo Alto, CA",https://www.indeed.com//rc/clk?jk=e8f8ba2e889dc334
367,Indeed,07/19/2019,741e07b3af1c27e1,Machine/Deep Learning Scientist,AppZen,"San Jose, CA",https://www.indeed.com//rc/clk?jk=741e07b3af1c27e1
368,Indeed,07/19/2019,c0816be35f83283b,Data Scientist 3,Oracle,"Redwood City, CA 94065",https://www.indeed.com//rc/clk?jk=c0816be35f83283b
369,Indeed,07/19/2019,5cad8c4528016ee0,"Research Scientist, Phase Masking & Computational Imaging",LOCKHEED MARTIN CORPORATION,"Palo Alto, CA 94304",https://www.indeed.com//rc/clk?jk=5cad8c4528016ee0
371,Indeed,07/19/2019,affd40e16298d0b0,Machine Learning Researcher,"PARC, a Xerox company","Palo Alto, CA 94304",https://www.indeed.com//rc/clk?jk=affd40e16298d0b0
372,Indeed,07/19/2019,d885428c5e871073,"Manager V, Physicist/Scientist",Applied Materials Inc.,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=d885428c5e871073
373,Indeed,07/19/2019,315a891209ad0fbb,NLP Research Scientist,"PARC, a Xerox company","Palo Alto, CA 94304",https://www.indeed.com//rc/clk?jk=315a891209ad0fbb
375,Indeed,07/19/2019,c2604ad809e29305,"Senior Research Scientist, People Analytics",Netflix,"Los Gatos, CA 95032",https://www.indeed.com//rc/clk?jk=c2604ad809e29305
376,Indeed,07/19/2019,7ceaa7e90f539b12,Clinical Laboratory Associate,First Step Health Care Services Corporation,"San Jose, CA",https://www.indeed.com//rc/clk?jk=7ceaa7e90f539b12
377,Indeed,07/19/2019,1fdc63de6a189938,Sr Data Scientist,Danaher Corporate,"San Jose, CA",https://www.indeed.com//rc/clk?jk=1fdc63de6a189938
378,Indeed,07/19/2019,46e4fafdad7df4a1,MSAT Process Transfer Scientist,Lonza,"Hayward, CA",https://www.indeed.com//rc/clk?jk=46e4fafdad7df4a1
379,Indeed,07/19/2019,ac3a5c64416c0a27,Sr. Data Scientist,VMware,"Palo Alto, CA 94304",https://www.indeed.com//rc/clk?jk=ac3a5c64416c0a27
381,Indeed,07/19/2019,89e7f61e501fc1d4,Research Associate - Research Ethics,23andMe,"Mountain View, CA 94041",https://www.indeed.com//rc/clk?jk=89e7f61e501fc1d4
382,Indeed,07/19/2019,15782a574612aed3,Research Scientist,Guavus,"San Jose, CA",https://www.indeed.com//rc/clk?jk=15782a574612aed3
383,Indeed,07/19/2019,3ef799d015224e29,Computer Vision Scientist / Engineer (BMVC 2019),Apple,"Cupertino, CA 95014",https://www.indeed.com//rc/clk?jk=3ef799d015224e29
384,Indeed,07/19/2019,f585570e65e56216,"Research Scientist (Newark, CA)",Smiths Detection,"Newark, CA",https://www.indeed.com//rc/clk?jk=f585570e65e56216
385,Indeed,07/19/2019,37ebd0015ab9cac9,Associate Research Scientist,Bristol-Myers Squibb,"Redwood City, CA",https://www.indeed.com//rc/clk?jk=37ebd0015ab9cac9
386,Indeed,07/19/2019,6cabf8c412c016ee,Intern- Computer Vision Engineering,LEIA Inc.,"Menlo Park, CA 94025",https://www.indeed.com//rc/clk?jk=6cabf8c412c016ee
387,Indeed,07/19/2019,268565de967a0e50,Data Scientist - Clinical & Patient Insights,Octave Bioscience,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=268565de967a0e50
388,Indeed,07/19/2019,c7f60042a7e8112a,Machine Learning Engineer (Research),Diffbot,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=c7f60042a7e8112a
390,Indeed,07/19/2019,6b3fcf03354cd3e3,"Software Engineer, Machine Learning and Artificial Intelligence",Mashgin,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=6b3fcf03354cd3e3
391,Indeed,07/19/2019,bfcbfaf6e1501772,Machine Learning Applied Scientist,"Amazon.com Services, Inc.","Palo Alto, CA",https://www.indeed.com//rc/clk?jk=bfcbfaf6e1501772
392,Indeed,07/19/2019,890856b91a4bc51f,Senior Data Scientist - Anti-Fraud,Walmart eCommerce,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=890856b91a4bc51f
393,Indeed,07/19/2019,9790156daa9f2573,Data Science Manager,NetBase Solutions,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=9790156daa9f2573
394,Indeed,07/19/2019,08f749ebf1f2eceb,Clinical Data Scientist,Stanford University,"Stanford, CA",https://www.indeed.com//rc/clk?jk=08f749ebf1f2eceb
395,Indeed,07/19/2019,3ce3ff6151f967e3,Senior Data Scientist,eBay Inc.,"San Jose, CA",https://www.indeed.com//rc/clk?jk=3ce3ff6151f967e3
